product_name,product_price,Rate,Review,Summary,Sentiment
"SAMSUNG 236 L Frost Free Double Door 2 Star Refrigerator  with Digital Inverter?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(Gray Silver, RT28C3032GS/HL)",?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????22890,3,Decent product,reliable brand samsung this review only basis few days performed very well quick ice freezing thanks flipkart for great deal ,positive
"SAMSUNG 236 L Frost Free Double Door 2 Star Refrigerator  with Digital Inverter?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(Gray Silver, RT28C3032GS/HL)",?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????22890,3,Decent product,good,positive
"Godrej 185 L Direct Cool Single Door 3 Star Refrigerator?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(Aqua Wine, RD UNO 1853 PTF AQ WN)",?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????13490,3,Just okay,not bad,positive
"Godrej 185 L Direct Cool Single Door 3 Star Refrigerator?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(Aqua Wine, RD UNO 1853 PTF AQ WN)",?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????13490,3,Does the job,ok,positive
"SAMSUNG 223 L Direct Cool Single Door 3 Star Refrigerator  with Digital Inverter?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(Elegant Inox, RR24C2Y23S8/NL)",?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????17090,3,Decent product,its ok,positive
"Whirlpool 200 L Direct Cool Single Door 3 Star Refrigerator?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(Sapphire Mulia, 215 IMPRO ROY 3S)",?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????16490,3,Just okay,good product some scratches occurred water leakage inside the bridge,positive
"Haier 190 L Direct Cool Single Door 2 Star Refrigerator?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(Burgundy Red, HED-19TBR)",?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????12290,3,Fair,got it for rs 11000never recommend to anyone worst quality inside only looks good from outside performance is very poor,positive
"SAMSUNG 223 L Direct Cool Single Door 3 Star Refrigerator  with Digital Inverter?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(Elegant Inox, RR24C2Y23S8/NL)",?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????17090,3,Decent product,space for bottles is very less not ecen 1l bottle gets adjusted,positive
"SAMSUNG 192 L Direct Cool Single Door 2 Star Refrigerator?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(Gray Silver, RR19A241BGS/NL)",?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????13190,3,Fair,freezer part not much efficient,positive
"Haier 195 L Direct Cool Single Door 5 Star Refrigerator?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(Brushline Silver, HED-20FDS)",?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????15790,3,Does the job,too much noice except this all good,positive
"Haier 195 L Direct Cool Single Door 5 Star Refrigerator?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(Brushline Silver, HED-20FDS)",?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????15790,3,Fair,havey capasity,positive
"Haier 195 L Direct Cool Single Door 5 Star Refrigerator?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(Brushline Silver, HED-20FDS)",?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????15790,3,Nice,fridge body is on time full heat metal body,positive
"SAMSUNG 236 L Frost Free Double Door 2 Star Refrigerator  with Digital Inverter?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(Gray Silver, RT28C3032GS/HL)",?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????22890,3,Nice,the looks and the colour is awesome but there is no light in the top ie the freezer section,positive
"SAMSUNG 236 L Frost Free Double Door 2 Star Refrigerator  with Digital Inverter?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(Gray Silver, RT28C3032GS/HL)",?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????22890,3,Nice,ok,positive
"Whirlpool 265 L Frost Free Double Door 3 Star Convertible Refrigerator?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(Magnum Steel, IF INV CNV 278 MAGNUM STEEL (3S)-N)",?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????27990,3,Good,yeah its okay ok product earlier we use godrej we want to try new so we choose whrilphool cooling is not that much and intelliji sensor is not upto the mark even on booking it reached after 12 days but one best thing is when it delivers the company man arrived and show the demo,positive
"Haier 195 L Direct Cool Single Door 4 Star Refrigerator?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(DAZZLE STEEL, HED-20CFDS)",?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????14950,3,Nice,its metallic stickers on the body are of very poor quality and they can be easily removed then you can not identify which brand this product is,positive
"SAMSUNG 192 L Direct Cool Single Door 2 Star Refrigerator?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(Gray Silver, RR19A241BGS/NL)",?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????13190,3,Nice,this time good after 6 months then perfectly known product how is,positive
"SAMSUNG 192 L Direct Cool Single Door 2 Star Refrigerator?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(Gray Silver, RR19A241BGS/NL)",?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????13190,3,Decent product,god,positive
"LG 190 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer  with Smart Inverter Compressor?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(Blue Charm, GL-D201ABCZ)",?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????18190,3,Fair,its sound is annoying overall good but waiting for few weeks to make a final review,positive
"SAMSUNG 253 L Frost Free Double Door 2 Star Refrigerator with Base Drawer?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(Elegant Inox, RT28T3122S8/HL)",?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????23990,3,Just okay,hey friends this fridge is cheap and good option for a 192l capacity i would say that the quality inside the fridge is not up to the mark like the plastics and all delivery was okay for my areathe color is grey but shiny and looks elegant fridge is good for 2 or 4 members familyits a 2 star fridge so electricity consumption is more than other fridges but price is less so no complaini am writing this review after 2 days dont know about the durability ill update it after a lon,positive
"RRHR SALES Finger Sleeve For Pubg and all Gaming (Suitable for all smartphones) Pack of 8 Finger Sleeve  Gaming Accessory Kit?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(Black, For Android, iOS)",?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????165,3,Just okay,not bad good product,positive
"PRO365 Tummy Trimmer for Men & Women Belly Fat ABS Exercise Equipment & Home Gym Ab Exerciser?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(Yellow, Black)",?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????299,1,Utterly Disappointed,good,positive
"FITKIT Classic Bottle 700 ml Shaker?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(Pack of 1, Brown, Plastic)",?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????179,1,Terrible product,its not leak proof water leaks every time you drink water,positive
PRO365 Disc Acupressure Magnets Reflexology Slimming Abdominal 2 in 1 tummy twister Ab Exerciser?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(Yellow),?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????299,2,Moderate,need to grab the handle very tightly for it not to slip i felt back pain using this maybe its more strong for a beginner,positive
"Leosportz 2 Pack Knee Brace, Compression Sleeve Support Unisex, Running,Gym, Hiking Knee Support?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(Green, Black)",?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????350,3,Nice,not value for money but okay okay ,positive
LIYANSH Posture corrector belt for men and women for back pain Back Support?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(Black),?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????424,3,Nice,not much helpful for backpain so if you are ordering for back pain the this is not for you but if you want to help back to be straight then this will be helpful but only for 15 min more then that may be some issue,positive
LIYANSH Posture corrector belt for men and women for back pain Back Support?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(Black),?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????424,3,Does the job,ok only,positive
LIYANSH Posture corrector belt for men and women for back pain Back Support?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(Black),?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????424,3,Fair,working good i try different belt as well before this honestly this is batter than the other company,positive
"YIXTY Resistance Bands Set for Exercise, Stretching, and Workout Toning Tube Resistance Tube?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(Multicolor)",?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????325,3,Good,not bad,positive
"YIXTY Resistance Bands Set for Exercise, Stretching, and Workout Toning Tube Resistance Tube?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(Multicolor)",?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????325,3,Good,ok,positive
"AJRO DEAL Toning Tube Double, Door Anchor, Exercise Guide Resistance Tube Resistance Tube?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(Red, Grey, Sky Blue, Green)",?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????197,3,Decent product,the product was broken from the holding region other then that it was fine and is good for working out,positive
Adrenex by Flipkart Double Toning Tube with Handles- 10 kg-Medium Resistance Tube Resistance Tube?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(Grey),?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????199,3,Nice,ok,positive
Adrenex by Flipkart Double Toning Tube with Handles- 10 kg-Medium Resistance Tube Resistance Tube?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(Grey),?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????199,3,Does the job,ok,positive
"PRO365 Tummy Trimmer for Men & Women Belly Fat ABS Exercise Equipment & Home Gym Ab Exerciser?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(Yellow, Black)",?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????299,3,Decent product,yes bit useful but not for heavy exercises reasonable for its price,positive
Shopeleven Resistance Toning Tube 5 Pcs set- Promotes Strength Training and Muscle Building Resistance Tube?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(Multicolor),?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????320,3,Nice,its ok,positive
"Manogyam WEIGHT LOSS PROGRAM Men & Women - With thin handle Speed Skipping Rope Freestyle Skipping Rope?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(Red, Length: 270 cm)",?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????119,3,Fair,the rope was good but not made for 5 foot 7 inches above persons,positive
"Manogyam WEIGHT LOSS PROGRAM Men & Women - With thin handle Speed Skipping Rope Freestyle Skipping Rope?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(Red, Length: 270 cm)",?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????119,3,Fair,it was ok,positive
"FITKIT Classic Bottle 700 ml Shaker?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(Pack of 1, Brown, Plastic)",?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????179,3,Fair,post 1 month usageimages are deceptiveits not transparent chk images didnt liked itvery much prone to scraches so clean carefullydoesnt seems to be leak proof in longterm usagesize is good enoughnot a happy customer ,positive
"FITKIT Classic Bottle 700 ml Shaker?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(Pack of 1, Brown, Plastic)",?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????179,3,Does the job,it is not leak proof i dont know why the reviews said it is the whole product was a 5 star if it was leak proof because of the quality looks and everything only concern is water dripping constantly when its full,positive
"AJRO DEAL Wrist Band for Men & Women, Wrist Supporter for Gym. Wrist Support Wrist Support",?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????181,3,Fair,good band but due to the material the velcro rips of the cloth much better if you go for deeply woven or different material band,positive
MAYBELLINE NEW YORK Hypercurl Mascara Washable 9.2 ml?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(Black),?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????274,2,Expected a better product,not bad,positive
MARS Ultra Curl Long lasting Fabulash Mascara 12 ml?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(Jet Black),?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????162,3,Fair,nice but very stickyu can see the difference after applying first stroke which is not bad but if u gonna apply it twice or thrice then your lashes got stuck with one another which look so weirdotherwise ok ok product,positive
MARS Ultra Curl Long lasting Fabulash Mascara 12 ml?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(Jet Black),?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????162,3,Just okay,its nice makes lashes look thick but its like am applying fevicol,positive
MARS Ultra Curl Long lasting Fabulash Mascara 12 ml?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(Jet Black),?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????162,3,Just okay,i give this mascara a three star rating solely for the price and because it does not smudge other than that the formula is very think and clumpyand the wand and brisils are very thick making its even harder to distribute evenly by the time you r going for second coating your lashes will look like spiders ,positive
MARS Ultra Curl Long lasting Fabulash Mascara 12 ml?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(Jet Black),?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????162,3,Nice,not bad,positive
MARS Ultra Curl Long lasting Fabulash Mascara 12 ml?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(Jet Black),?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????162,3,Just okay,good product but slow delivery,positive
MAYBELLINE NEW YORK Hypercurl Mascara Washable 9.2 ml?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(Black),?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????274,3,Nice,good but ittl try,positive
MAYBELLINE NEW YORK Hypercurl Mascara Washable 9.2 ml?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(Black),?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????274,3,Does the job,not bad thats it not much than yellow colour bottle maybelline muscara,positive
MAYBELLINE NEW YORK Hypercurl Mascara Washable 9.2 ml?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(Black),?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????274,3,Does the job,super butthere is a small problem with the eye when it is put in the eyethe eye experiences burning and stinging,positive
MAYBELLINE NEW YORK Hypercurl Mascara Washable 9.2 ml?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(Black),?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????274,3,Nice,quality good but quantity less,positive
MAYBELLINE NEW YORK Hypercurl Mascara Washable 9.2 ml?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(Black),?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????274,3,Nice,not bad,positive
MAYBELLINE NEW YORK Hypercurl Mascara Washable 9.2 ml?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(Black),?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????274,3,Nice,its a nice product but i was expecting more,positive
MAYBELLINE NEW YORK Hypercurl Mascara Washable 9.2 ml?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(Black),?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????274,3,Good,good product but it was dry a bit seems hardly i could use once or twice,positive
MAYBELLINE NEW YORK Hypercurl Mascara Washable 9.2 ml?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(Black),?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????274,3,Does the job,easy to use but after aplying it takes at least an hour to get dry,positive
MAYBELLINE NEW YORK Hypercurl Mascara Washable 9.2 ml?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(Black),?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????274,3,Decent product,its give me long lasting bankness on my lesses i like 2 use thiz,positive
"MAYBELLINE NEW YORK Baby Lips Pink Lolita & Baby Lips Cherry Kiss Pink Lolita & Cherry Kiss?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(Pack of: 2, 31.2 g)",?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????203,3,Does the job,i had high expectations with this product because of reviews but quite disappointed it feel sticky on lips smells like jelly toffee which i dont like much and effect on lips last max for 2 hours colour on lips is negligible just bit shiny in first hour of applyingwont recommend,positive
"SAMSUNG Original 25W ,USB -C Compatible Power Adaptor for all Samsung Devices (Fast Charge 2.0)?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(Black)",?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????1025,1,Very poor,really disappointed this time charger is overheating and due to over heating its malfunctioning return not acceptableits not orignal product i think dont waste your money for purchasing online its better to purchase local samsung showroom,positive
"Flipkart SmartBuy 10W Fast Charger , Compatible with Vivo,Oppo,Gionee,Xiomi,Redmi,realme,infinix,POCO,iphone,Samsung,Mi devices (MicroUSB - Cable Included)?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(Black, Cable Included)",?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????249,2,Not good,cable is fine adapter is hot while it is even single harge,positive
"SAMSUNG Original 25W , USB -C Compatible Power Adaptor for all Samsung Devices (Fast Charge 2.0)?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(White)",?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????1249,3,Does the job,my phone samsung a53 5gcharging slow,positive
"ZEBRONICS 2.1 A Multiport Mobile Zeb-MA5222 Charger with Detachable Cable?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(White, Cable Included)",?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????1,3,Nice,dual port is good it didnt support fast charging for my vivo v20 so returned,positive
"ZEBRONICS 2.1 A Multiport Mobile Zeb-MA5222 Charger with Detachable Cable?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(White, Cable Included)",?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????1,3,Good,the charger pin is not working,positive
"ZEBRONICS 2.1 A Multiport Mobile Zeb-MA5222 Charger with Detachable Cable?ü?ü???ü?ü???????ü?ü?????ü?????ˇ?ü?ü???ü?ü???????ü?ü?????ü?????ˇ(White, Cable Included)",?ü?ü???ü?ü?????õ?ü?ü?????ü???????ü?ü?????ü??????1,3,Decent product,good,positive
